22000	0	1.57075
21000	0.1	3.1415
20000	0.2	4.71225
18000	0.4	7.85375
13200	0.9	9.4245
11000	1	10.99525
8400	1.1	12.566
5600	1.1	14.13675
3000	1.2	15.7075
